y,x1,x2,x3,x4,x5,x6,x7
0,1.57693,20.667099,Thu,0.259863,88.703242,Texas,mercedes
0,2.291641,19.628233,Tue,0.131041,113.600142,New York,ford
0,2.714904,19.898711,Thu,-1.035552,104.772395,Ohio,nissan
0,4.60116,20.352839,Fri,-1.536219,79.724456,Texas,mercedes
0,3.882203,21.813138,Sat,-1.514922,104.011824,California,ford
0,0.012444,18.590888,Tue,-1.04249,,,
0,2.194778,19.404477,Sun,1.256831,91.572452,Kentucky,
0,2.62939,19.377216,Mon,-2.150725,98.157976,Illinois,
0,4.151244,20.780291,Fri,-2.032804,123.363805,North Carolina,ford
0,1.537398,21.672413,Wed,-2.083902,90.125516,Texas,mercedes
0,2.105708,21.597305,Thu,0.388265,98.799938,Texas,mercedes
0,2.14358,20.43657,Fri,0.651922,,Tennessee,ford
0,7.153139,20.246872,Tue,2.05719,105.995182,New Mexico,
0,4.088295,18.427199,Tue,-0.243656,114.73274,California,chevrolet
0,6.896458,20.878427,Tue,0.734738,108.636479,North Carolina,toyota
0,4.408154,18.527488,Wed,1.235857,120.388318,Florida,chevrolet
0,7.853064,17.524799,Sat,-0.941602,102.124862,,mercedes
0,2.37351,20.514283,Fri,-0.067432,,Wisconsin,ford
0,2.921264,18.851956,Wed,1.79405,73.14228,,mercedes
0,2.961148,19.262276,Tue,-0.372657,123.104542,Massachusetts,
0,4.482861,18.795726,Sun,0.446934,103.674867,Utah,ford
0,0.96865,19.587399,Tue,1.128494,97.933254,Montana,toyota
0,1.62244,21.665096,Sat,-1.111518,126.034623,Texas,
0,1.768456,19.123845,Mon,-0.398582,97.764265,Indiana,mercedes
0,-0.452738,20.844738,Tue,-0.897384,117.818945,Georgia,subaru
0,3.852115,20.528176,Sun,-1.002963,81.338367,Maryland,
0,2.043754,21.995347,Sat,-2.874037,87.059176,Georgia,toyota
0,9.144158,20.961871,Thu,-1.956963,84.105649,New York,toyota
0,3.141548,20.753527,Wed,-0.521023,85.430686,Missouri,toyota
0,-0.776126,16.404746,Sat,1.203062,102.243399,Wisconsin,
0,2.43668,18.919741,Wed,-2.42101,85.471844,Utah,ford
0,7.770203,21.852616,Fri,1.425283,91.441086,,ford
0,0.902998,20.302616,Sun,0.365551,,Ohio,chevrolet
0,-0.4858,17.437236,Tue,-1.817714,125.378221,Illinois,ford
0,1.761863,19.947606,Sat,-0.64244,102.231523,Wisconsin,
0,2.963367,21.984344,Tue,-1.455486,86.375552,Kansas,toyota
0,2.900844,20.246464,Mon,-1.343927,78.050436,Texas,ford
0,6.009006,18.564526,Tue,0.38728,93.982216,Texas,ford
0,0.785723,18.820441,Wed,1.15332,98.832438,New Jersey,ford
0,0.518713,21.774244,Tue,0.17922,116.26685,Virginia,mercedes
0,2.079593,19.855924,Thu,2.435711,121.011227,North Carolina,subaru
0,4.663641,21.006405,Mon,1.878331,107.984607,Illinois,
0,4.578642,18.288514,Fri,-0.290267,95.467246,,
0,1.476373,21.479628,Mon,-0.884634,87.281415,,toyota
0,5.694507,14.421143,Sun,0.870606,131.189977,California,toyota
0,4.832871,21.961724,Tue,1.412859,90.22365,,chevrolet
0,2.085599,21.925311,Sat,-1.774105,89.656697,Massachusetts,
0,5.161679,20.597873,Wed,-2.798487,96.169085,Missouri,nissan
0,5.894396,20.495716,Mon,-1.819216,111.534201,Ohio,subaru
0,3.004662,21.927233,Tue,0.035552,88.324981,Virginia,toyota
0,2.628867,19.312021,Sun,1.270131,97.676368,Florida,
0,1.137325,20.075855,Wed,0.162074,109.511098,Mississippi,subaru
0,3.944855,21.157398,Thu,-1.056668,72.226961,Texas,mercedes
0,0.684536,21.51083,Mon,-0.302771,85.477314,,subaru
0,1.879381,21.214212,Fri,-1.310998,114.128372,Pennsylvania,subaru
0,3.190033,19.344378,Tue,0.386839,96.926565,Texas,subaru
0,0.533747,20.628755,Wed,0.323768,84.412082,New York,mercedes
0,9.063916,18.753286,Tue,-0.429229,87.36223,Ohio,chevrolet
0,4.350545,22.665936,Sun,-1.552009,84.420196,,
0,4.140326,21.793504,Fri,0.736104,,Texas,ford
0,2.246542,21.645735,Mon,-1.674093,90.774726,Michigan,ford
0,2.674268,22.652083,Sat,-2.22877,85.3287,New York,ford
0,4.716975,22.40179,Sun,0.201013,94.157135,,
0,2.810333,21.214144,Sat,-1.232166,104.385888,,
0,0.149203,22.115623,Wed,-1.35004,101.21618,Alabama,buick
0,4.338303,18.31003,Sun,1.44493,103.329347,California,toyota
0,1.209658,20.554357,Wed,0.396062,94.849966,Tennessee,toyota
0,3.534618,19.518049,Wed,-0.120454,126.25323,California,
0,3.196549,20.017204,Fri,2.327219,107.739303,North Carolina,subaru
0,6.790004,17.492469,Tue,-0.471712,104.510083,Mississippi,toyota
0,5.490018,21.597208,Wed,-1.755639,113.950855,California,toyota
0,3.929654,21.605952,Wed,0.882561,106.226867,Nebraska,chevrolet
0,3.122002,18.964258,Wed,-0.054052,91.261601,Illinois,toyota
0,1.102054,23.221542,Thu,-2.680243,99.339296,Massachusetts,
0,-0.544548,21.359882,Wed,1.866474,97.683792,Delaware,mercedes
0,2.131816,20.815831,Sun,-0.782614,74.157432,California,subaru
0,2.92951,20.323823,Mon,0.739734,,Georgia,mercedes
0,2.710997,20.911782,Wed,-0.633822,,Indiana,subaru
0,3.725687,20.6141,Mon,-1.04401,99.119595,Pennsylvania,
0,6.453933,15.865581,Sat,0.759599,121.294143,New York,
0,3.394578,17.839664,Fri,,105.262826,Michigan,ford
0,1.865529,21.772921,Mon,-1.835089,103.598836,DC,
0,0.651279,18.318754,Fri,-0.052795,104.594366,Tennessee,toyota
0,2.190249,21.790589,Wed,1.665087,76.115633,Florida,mercedes
0,6.215285,18.893896,Wed,-1.282542,124.909708,Missouri,
0,3.553004,17.650243,Wed,-0.692452,103.857479,Arizona,mercedes
0,1.368639,17.412688,Sat,0.305429,112.464198,Vermont,
0,1.463902,20.558741,Mon,-0.476001,101.396008,Texas,ford
0,4.575537,16.677442,Fri,-0.205462,95.962996,New York,
0,3.545539,21.040208,Fri,0.016269,87.264445,Indiana,
0,5.365668,19.229171,Sat,-0.345716,81.111406,Wisconsin,mercedes
0,5.451167,22.0604,Tue,1.478299,114.786405,New York,
0,3.785759,20.568229,Wed,1.562077,114.5947,Tennessee,mercedes
0,2.55251,23.779426,Wed,-1.845899,86.785168,South Carolina,toyota
0,2.994107,22.199884,Wed,-2.681652,75.775694,West Virginia,ford
0,2.853869,21.484163,Tue,0.583506,123.899522,Washington,subaru
0,2.256032,19.611573,Wed,-1.22179,81.588799,Texas,subaru
0,4.977591,18.975614,Wed,-0.687763,114.218516,California,chevrolet
0,7.705467,20.59661,Wed,2.794224,78.340993,Florida,ford
0,0.852331,20.407597,Thu,0.186988,115.512254,,ford
0,1.290716,18.804569,Mon,2.151695,89.442629,South Carolina,buick
0,2.101829,20.934495,Wed,0.274966,114.615314,Maryland,mercedes
0,2.602701,16.539415,Mon,0.121993,114.85935,Rhode Island,ford
0,1.986967,19.533099,Thu,0.821036,90.542363,,mercedes
0,2.345384,20.436302,Tue,-1.345206,112.226673,California,nissan
0,0.945987,21.548628,Mon,-0.361682,92.69113,Utah,
0,3.217682,20.612987,Fri,-1.240736,104.324741,Ohio,
0,6.917253,19.520148,Sat,0.877555,107.458386,,
0,1.222627,20.548605,Tue,,65.081588,Texas,chevrolet
0,3.169848,19.918146,Mon,-0.536294,96.274404,Massachusetts,chevrolet
0,2.255832,22.892201,Wed,-0.840393,111.192499,Louisiana,ford
0,3.442376,18.095181,Wed,1.494501,102.360334,,ford
0,4.893411,19.470588,Wed,-0.83369,,Connecticut,chevrolet
0,6.434435,20.647755,Tue,-1.969838,90.586866,,ford
0,4.611771,20.546626,Sun,-0.0264900000000001,108.270499,California,ford
0,-0.081354,21.423453,Sat,1.935665,107.428502,,nissan
0,2.589129,19.05215,Tue,0.070926,106.491887,,chevrolet
0,3.649543,17.820942,Thu,0.408613,80.133941,South Carolina,ford
0,5.097718,18.486097,Mon,-2.224185,90.447465,California,nissan
0,2.801244,19.298021,Wed,-1.559374,,Alabama,
0,-1.054806,20.374905,Wed,-0.400803,81.761931,New York,buick
0,5.883767,22.450093,Tue,-1.96586,114.786744,California,mercedes
0,3.265539,17.435652,Wed,0.809164,103.123215,Colorado,ford
0,4.469587,20.59857,Sat,-1.028844,,California,buick
0,5.919806,21.888025,Thu,-2.531419,73.436225,Massachusetts,subaru
0,0.94444,20.404618,Wed,-3.180498,119.645885,Iowa,mercedes
0,2.848641,18.102457,Sun,,89.444524,Pennsylvania,subaru
0,2.540243,20.541811,Fri,-2.394217,120.068613,Virginia,ford
0,2.167917,21.595548,Thu,1.522217,98.631375,New York,chevrolet
0,2.311422,21.031157,Mon,0.818861,101.68552,California,ford
0,4.190397,19.658356,Wed,-1.249501,66.050448,Kansas,nissan
0,6.322536,19.503049,Sat,0.415131,98.642356,New Jersey,chevrolet
0,4.75513,20.940054,Wed,1.440745,124.961493,Florida,
0,5.600875,16.105567,Sat,,113.232845,,
0,1.561874,16.620197,Fri,-0.480984,95.458068,Missouri,ford
0,2.816203,19.564055,Tue,1.71778,110.402189,,ford
0,-0.888845,17.334745,Fri,-0.435763,,Georgia,ford
0,0.7223,20.147318,Mon,0.619627,108.82211,Michigan,ford
0,8.917533,19.955617,Thu,-0.899125,103.142544,,subaru
0,2.025248,18.627776,Mon,2.744949,77.620237,California,chevrolet
0,-0.637521,19.491525,Tue,1.12218,107.246965,,chevrolet
0,-0.0769299999999999,20.674243,Fri,-0.738113,102.267807,,ford
0,1.448576,18.371713,Fri,2.163452,107.263784,Florida,ford
0,0.998498,22.480641,Sun,-0.811629,143.235135,Pennsylvania,
0,5.191926,19.751129,Fri,0.828219,113.240898,Washington,buick
0,2.662536,20.580197,Thu,1.186651,103.473764,Ohio,toyota
0,1.502775,18.407861,Mon,0.063186,100.21465,Florida,chevrolet
0,1.804595,21.055216,Tue,0.113654,117.469594,Colorado,ford
0,-1.572784,22.893897,Fri,-0.030759,100.558684,California,mercedes
0,4.185206,18.152627,Thu,-0.953654,92.320425,California,chevrolet
0,1.745346,21.179103,Sat,-0.017391,101.175863,Oregon,chevrolet
0,3.344569,18.263681,Sat,0.673532,94.17879,Maryland,toyota
0,6.017565,18.067689,Sun,2.379138,95.497956,Texas,ford
0,1.099783,17.769481,Fri,0.080022,95.0834,Iowa,toyota
0,3.458062,19.483867,Sat,0.879044,84.327217,Nebraska,chevrolet
0,2.845377,19.719349,Tue,0.52517,,California,
0,2.484372,16.772076,Sat,-0.138929,119.766461,Virginia,ford
0,3.584794,17.688371,Wed,-2.008244,127.188309,Florida,
0,4.289826,22.104572,Wed,-2.087684,90.425934,New York,
0,-0.349551,19.305485,Thu,2.756508,108.373529,Indiana,ford
0,3.225982,23.320383,Wed,-3.399281,98.22631,Maryland,toyota
0,-0.331146,18.199776,Fri,0.312906,104.355196,Washington,chevrolet
0,1.333189,17.042934,Tue,-1.514453,94.524305,Utah,nissan
0,-0.0624389999999999,22.235266,Sun,-0.879718,,Florida,chevrolet
0,4.83123,20.081018,Mon,1.441985,76.818559,Maryland,
0,3.822408,22.557499,Wed,-0.009595,107.43585,Washington,
0,0.69179,20.080525,Tue,0.242521,103.958486,Arizona,chevrolet
0,6.663667,19.711804,Tue,-0.699648,111.446027,Pennsylvania,subaru
0,2.992232,19.206408,Wed,0.433185,100.962714,Georgia,mercedes
0,1.869659,21.103792,Fri,-0.151201,109.099743,Florida,
0,4.47296,18.397356,Sat,-1.239281,123.618497,Michigan,ford
0,3.617649,21.886953,Fri,-1.219605,131.033489,Missouri,ford
0,1.625886,18.218361,Fri,2.530406,85.733659,Texas,
0,5.628339,20.282243,Fri,0.949131,89.883269,Ohio,mercedes
0,2.741719,20.66544,Wed,-1.957301,99.311994,New York,nissan
0,3.926394,18.536738,Sun,-0.272281,104.062147,Colorado,toyota
0,4.768652,19.270443,Fri,-0.0074159999999998,109.785215,Texas,toyota
0,0.954089,20.78888,Mon,-1.202587,94.611346,Alaska,nissan
0,3.882085,21.606494,Sat,-1.029322,116.034304,Virginia,ford
0,4.456059,20.478112,Tue,1.061934,83.746224,Hawaii,chevrolet
0,3.641119,20.12071,Sat,0.345338,96.398525,DC,nissan
0,0.339161,19.197581,Sat,0.055536,88.993278,,chevrolet
0,1.414315,20.55465,Sun,,130.779786,Maryland,mercedes
0,1.178417,21.406318,Wed,-0.415931,81.344563,New York,subaru
0,2.10285,19.323875,Thu,1.515485,109.934316,,
0,2.084628,20.887283,Wed,0.06949,108.91265,Hawaii,subaru
0,6.476386,23.826208,Mon,-0.506178,98.247084,Washington,mercedes
0,1.16888,18.775879,Mon,0.701675,117.114209,New York,
0,3.330085,18.068209,Fri,-0.804058,,Virginia,ford
0,0.94483,19.509867,Wed,-2.669633,86.788393,South Dakota,mercedes
0,4.994973,21.586524,Thu,1.609007,107.292048,South Carolina,chevrolet
0,5.884275,19.92572,Sun,0.595962,133.039622,West Virginia,subaru
0,2.66139,18.600057,Fri,0.099802,89.58501,Kentucky,toyota
0,-0.380911,19.604547,Wed,0.784142,104.487901,Indiana,chevrolet
0,6.229927,21.834237,Fri,0.01511,120.33198,Utah,mercedes
0,4.49649,19.678791,Tue,0.150154,118.541645,Tennessee,chevrolet
0,1.316879,20.675858,Mon,0.94586,99.454689,Oklahoma,ford
0,1.66116,21.033296,Fri,-0.339752,108.320925,New Mexico,mercedes
0,1.736752,19.379759,Tue,0.256451,88.338898,Virginia,chevrolet
0,1.337247,20.254939,Wed,0.161454,98.105235,Texas,mercedes
0,3.778682,21.069015,Thu,-0.887324,122.825175,Kentucky,subaru
0,0.752224,18.982819,Wed,1.238308,97.125794,Oklahoma,nissan
0,3.982386,17.927804,Sun,0.323137,96.323238,Arizona,ford
0,4.575725,22.065294,Fri,-1.276868,118.884704,Kentucky,chevrolet
0,6.974465,20.389366,Tue,-0.623368,103.756945,Nebraska,subaru
0,1.612271,19.92581,Wed,2.127767,93.467418,Ohio,ford
0,3.703585,21.946153,Tue,-3.012348,120.064479,Pennsylvania,chevrolet
0,1.05728,19.993038,Sun,1.32071,101.087369,California,subaru
0,3.675196,20.346953,Sat,0.260375,118.401051,Washington,ford
0,1.290792,18.040254,Tue,-0.997337,65.258492,Massachusetts,
0,4.510571,19.365812,Sat,-0.240647,103.687264,Wisconsin,
0,1.259591,21.353962,Tue,2.276856,,Texas,ford
0,6.399907,19.375568,Mon,0.875541,100.072712,,ford
0,2.351036,21.743312,Sun,-1.088826,94.878284,,ford
0,4.308404,20.613516,Thu,1.970857,113.903401,,nissan
0,3.844957,20.159302,Sun,-1.060427,98.634055,,ford
0,1.257621,20.178221,Sat,-0.236408,95.915502,Ohio,ford
0,0.743409,17.242907,Thu,-2.163336,,,toyota
0,5.009708,17.512884,Thu,-2.734429,,Alabama,ford
